count,confidence,boxes,scores,run_id,timestamp
37,0.8253300186118426,"[[404.80700873 235.27724961 641.17462456 176.85989093]
 [325.07463868 194.59865762 314.32291529 460.89012018]
 [678.65899134 253.99157959 460.66967524 319.16036313]
 [145.51041532 692.43325735   3.42880164 126.05699825]
 [  6.18236789 786.67293587 218.04744983 773.16707139]
 [483.34407839 216.87113682 327.91520014 318.27932303]
 [166.57960955 433.30961824 261.29944348 239.91683668]
 [690.09150027 212.14783078 320.00020272 529.35924071]
 [421.93089155 335.4958307  135.16939585 331.5955267 ]
 [229.74163388 543.2887835  553.31149022 441.22223713]]","[0.75314596 0.89224295 0.87586367 0.6550904  0.68670403 0.23630113
 0.32296238 0.12418823 0.54695166 0.10603602]",11,2025-03-03T22:45:32.237651
43,0.8406540529109163,"[[374.21539226 720.28876198 477.07245     58.49850697]
 [529.67632051 327.78221544 778.90801651 595.7142454 ]
 [791.14957169 621.26683545 360.69440146 268.67907453]
 [236.6799541  615.63406311 538.77998935 211.65269667]
 [609.93905432  85.63821214 186.50877484 298.66486014]
 [660.20252324 399.20960542 539.95212697 448.76884782]
 [ 37.31664686  66.30801398  87.7044248  562.4420216 ]
 [766.31897502 610.13115879 799.99415082 325.3362801 ]
 [560.92188456 630.59969843 252.21293411 187.32285027]
 [257.73464034 709.48725356 356.21091474 462.8351098 ]]","[0.74124369 0.00849015 0.13918038 0.59184512 0.81723146 0.73774485
 0.6685902  0.48888666 0.49371338 0.19435238]",12,2025-03-03T22:45:32.246412
40,0.8014255191860373,"[[472.08950692 657.61954175 666.59473029 480.78790924]
 [ 28.45370069 543.32301998 621.45304919 475.8088602 ]
 [337.49925627 360.3221031  322.51952756 110.24841019]
 [793.02919066 104.83447869 661.03018908 519.02182264]
 [ 78.54076487 156.18070897 387.78216768 615.75906714]
 [  4.72680616 760.79239075 365.63055934 565.78417974]
 [142.74731201 565.4388528   57.09240278 229.53912965]
 [205.96615212 664.86849546 285.01904571 704.37635287]
 [277.53090842 426.87939242 167.09137445 745.19591952]
 [314.16802879  76.37990159 509.67451163 485.62252066]]","[0.19707546 0.50273632 0.61403194 0.48120545 0.74997877 0.3978904
 0.58491442 0.15665652 0.11439822 0.04150703]",13,2025-03-03T22:45:32.259413
16,0.8579480797389771,"[[315.06493702 654.95199019 747.39188033  12.06961832]
 [153.25334945 156.06863276 385.65943156  25.68888503]
 [568.85910409  47.05884671  17.54882345 692.53319225]
 [568.64295032 724.99483564  71.86213685  34.31627711]
 [653.68789168 499.28976328 302.57887532 324.20905183]
 [ 38.19833883 514.72163214 660.90632746 253.06390203]
 [702.52993585 714.34369671 469.14290163 490.34780554]
 [376.73549491 440.17345339 479.75414349  71.32366852]
 [643.20610211 487.88886852 787.59824328  80.54000858]
 [115.45277619 138.59889169  15.10254345 520.37630116]]","[0.72444098 0.15811061 0.53048221 0.6517892  0.35550397 0.65680854
 0.46520356 0.94107273 0.06657704 0.18531198]",14,2025-03-03T22:45:32.268980
11,0.8985872110978947,"[[ 98.60009993 637.71774768 194.15170492 137.42776253]
 [582.44708594 516.66681284 214.69498106 603.07856883]
 [217.04378979 438.8206624   29.46589697 262.73457258]
 [218.32810988 576.63499773 253.44883102 759.48327062]
 [651.43831381 157.88265932 725.54910949 516.79170423]
 [780.40987016 706.11440758 143.69543389 420.97620658]
 [247.90814987 699.69329641 228.07255733 225.99027377]
 [558.80379136 499.97947877 703.75833882 672.48651711]
 [470.23729531  36.12961859 791.76544676 461.36438561]
 [773.14877274 377.71183778 205.00661487  75.77856209]]","[0.60865345 0.05211308 0.98341333 0.45151607 0.50311702 0.53853013
 0.19770656 0.64604634 0.88308552 0.32146512]",15,2025-03-03T22:45:32.278990
18,0.8498088281699797,"[[  6.6314355   36.59439926 759.53535577 740.16000069]
 [217.86348031 723.07987406 590.56930964 318.39019357]
 [210.68827873 331.89070672 739.28008933 609.54726896]
 [527.36256191 795.74871553 305.06344902 390.89841612]
 [211.94516099 543.61976598 244.97238844 243.30629504]
 [309.37186417 413.10774238 202.73879964 105.40862096]
 [247.09086475 393.2050246  462.95386848  88.99256786]
 [354.74493421 440.83860416 349.36202261 581.68754617]
 [698.57252343 679.16682874 756.27205184 239.45784576]
 [620.68952784 641.26241591 510.00052958  11.74857869]]","[0.64850862 0.71542958 0.67531537 0.33705899 0.39385141 0.55000734
 0.93681292 0.42873315 0.03218423 0.51204079]",16,2025-03-03T22:45:32.290529
30,0.9279702650395711,"[[ 86.55803302 370.51372101 333.43390334 144.89684846]
 [542.53750299 599.972742   734.52611114 500.91906041]
 [250.89771767 207.4692075  160.60002193 317.47916808]
 [658.95585525 491.86370177  46.00404404 746.14772409]
 [355.22643535 240.57679673 739.0551546   84.98679667]
 [365.67111896 298.82266166 572.65684424 553.4713316 ]
 [231.97508344 614.61243157 122.22373863 404.47166502]
 [206.12722907 525.49070944 139.88899831 322.45205355]
 [136.67231751 168.67509749 326.74706919 712.41968303]
 [369.78757979 785.74781345 784.16221137 669.87073131]]","[0.86742609 0.28913977 0.95506555 0.15616304 0.64533578 0.88117793
 0.56368681 0.71520902 0.02668781 0.95269343]",17,2025-03-03T22:45:32.299541
34,0.8025863937819507,"[[332.40078609 260.20839361 720.26457611 127.55809657]
 [455.0377247  404.26408274  96.71710911 238.46331081]
 [421.46598631 627.44048893 211.02301271 400.92221284]
 [305.85236288   5.13278014 222.33683937  38.64883918]
 [ 25.02104785 412.83377997 197.78449981 114.24706963]
 [125.88779271 217.91695081 722.87672401 358.52865903]
 [178.79070064 504.58324548 353.11072097 512.94516484]
 [174.99263457  26.66675306 630.27451956 262.00863853]
 [559.15062788 400.39898636 160.91819497  48.48565039]
 [545.04899749 429.31059173  17.25890821 625.79931423]]","[0.68490211 0.85625893 0.92914279 0.10601138 0.03703924 0.6772474
 0.31561587 0.45679584 0.87129074 0.07940095]",18,2025-03-03T22:45:32.309555
43,0.8731767020263498,"[[166.37533043 791.83345237 256.58851212 339.34712658]
 [ 76.55396205 645.2039828  612.7703774  223.43159809]
 [341.9871729  603.41414698 387.65655558 355.79711578]
 [635.82773212 486.35505564 422.56342651 347.99298699]
 [ 15.54984143 490.59409737 466.21094872 620.04913404]
 [587.1713374   96.71065134 709.39454468 524.17403404]
 [ 47.63869231 429.20884681 533.44062382   4.36781981]
 [ 30.61510092 657.64351206 541.80150543 783.80247124]
 [129.70761058 190.94929296 673.10609595 706.32513248]
 [126.62123741 260.76779788 684.45808524  36.36848018]]","[0.42234745 0.71451381 0.28032026 0.08567064 0.21381707 0.1485036
 0.65369746 0.64128575 0.55812876 0.84579083]",19,2025-03-03T22:45:32.319079
20,0.9079213092078965,"[[560.23455895 135.49779301 123.05647851 580.2155832 ]
 [188.06466293 178.51361364 152.82216513 189.05011648]
 [378.13003242 187.53023503 592.99313955  99.12565686]
 [762.10828107 544.4258704  334.96924893 381.31674389]
 [548.93785958 316.26868902 180.86943768 279.8498175 ]
 [356.5578997   43.49604186 532.70484301 226.27424167]
 [588.86567574 529.95984751 169.58402534 445.29512362]
 [141.16879613 200.20755754 711.7039765  586.71222659]
 [556.35295569 442.0658092  641.18958836 741.57564966]
 [149.68254453 218.44260417 454.20827186 583.01776651]]","[0.44922635 0.21096551 0.12198489 0.1776707  0.63553478 0.12242556
 0.30122277 0.70629248 0.36845476 0.63460975]",20,2025-03-03T22:45:32.328774
40,0.8388104363685507,"[[580.74559171 493.03205025 174.48702794 673.58997068]
 [365.57090971 388.57178136 335.5676387  399.07528376]
 [ 19.79087313 130.18258235 589.27397987 426.86347955]
 [ 41.23279313 763.19743566 487.9164382  660.73187489]
 [ 12.12178126 655.74866364 644.14553814  24.03224907]
 [738.21394303 762.86606223 101.15882551 589.63076591]
 [487.49094783 777.58656115 481.3803551   96.84456186]
 [593.30023085 727.89954651 398.29164773 712.1380613 ]
 [445.06400403 548.987422   759.13526308 333.65345319]
 [216.77725462 609.63400875 207.45500598 556.83559072]]","[0.69664167 0.96984433 0.88724515 0.75461521 0.89318286 0.03472884
 0.2157506  0.75181702 0.30983231 0.16065934]",21,2025-03-03T22:45:32.339783
43,0.9486169412116519,"[[638.92298193 219.59733477 113.35273927 113.84831789]
 [547.0493315  152.79181993 160.43159245 720.33758273]
 [122.96158787  83.34727422 535.00046844 236.5370782 ]
 [756.16539468 600.62217437 542.13586562 712.66429736]
 [443.15517488 631.68514653 596.19348488 397.20576968]
 [760.95619607 639.01572632 417.70932135 314.36618626]
 [257.71264327 135.82307927 798.69182169  23.58684703]
 [364.34603282 480.02134541 279.55572057 238.83230247]
 [656.69131855 633.69067035 466.19072528 578.54927696]
 [491.34499268 159.07044036 629.94029926  43.19227173]]","[0.34463596 0.51217898 0.27798161 0.14324878 0.82018527 0.39718797
 0.6114794  0.90820042 0.43114879 0.09258646]",22,2025-03-03T22:45:32.349186
17,0.8362888871591541,"[[400.32818696 283.8868428  689.7418864  219.45344078]
 [ 57.85405825 658.11688164 549.41344859 475.52641758]
 [485.33923991 546.59387603 231.52945355 435.50178159]
 [293.87879107 740.13452537 720.8172281  252.24315489]
 [151.19739956 556.85203871 591.42971703  70.33952015]
 [288.27341092 409.0328167  737.49262249 444.80189333]
 [348.1861247  709.27917291 316.91685501 401.31934082]
 [766.08357788 290.06541172 333.09168928 170.37832193]
 [ 71.54276826 164.76825716 155.53201528 504.7875079 ]
 [458.83112954 602.97019783 672.06715325 339.75170201]]","[0.94305387 0.24808939 0.10179047 0.68981725 0.39362449 0.59568014
 0.64140584 0.82726462 0.61845792 0.92127055]",23,2025-03-03T22:45:32.358946
35,0.8192538153691792,"[[ 98.20620263 547.64266027 170.44057719 246.60394573]
 [684.82309009 584.15422083  11.81590166 405.55886743]
 [751.08465105 204.13158719  84.8850316  530.16436022]
 [751.23932705 198.11527306  99.19264833 565.03286925]
 [210.69154039 434.91405329  28.12875826 622.83969797]
 [445.15795342 415.49152409 389.78044999  22.36599336]
 [255.79115361 456.94488683  51.3895278  234.84202654]
 [558.4835017  682.61715944 598.68401102 259.43538386]
 [354.02956505 143.79733758 265.42627043 102.26506613]
 [262.36378273 246.36228378 458.216281   681.33515955]]","[0.61124115 0.39594438 0.55431998 0.05777988 0.18957864 0.1102103
 0.01052942 0.85620012 0.40685811 0.7671021 ]",24,2025-03-03T22:45:32.367810
31,0.9315149974749063,"[[572.04726957 502.76838458 681.63915718 151.55579109]
 [509.57332943 786.19715618 503.83667202 725.94018982]
 [334.78544594  82.30527178 388.34200375 383.86662038]
 [ 75.48351803 579.9176892  776.08520971 748.72098388]
 [612.21415584 658.6765598  755.35990827 360.39835811]
 [308.17479371 283.80705683 458.07144572 167.22155411]
 [ 73.93184314 101.34641152 249.68492873 407.42872203]
 [687.02563181 747.40696174 326.06896297 342.12872063]
 [151.44330902 744.91816477  54.17258773 220.34802694]
 [534.19654348 378.11335678 756.91987083 117.69783781]]","[0.56514552 0.47792733 0.49938422 0.91051842 0.11372384 0.45480135
 0.64230804 0.34163276 0.02450902 0.00228107]",25,2025-03-03T22:45:32.375321
35,0.9408225496980189,"[[ 51.86867275 640.55377935 574.30646171  13.60370697]
 [359.22184687 686.63288745 736.78458871 325.82720942]
 [683.75687888 638.96582356 447.79694633 463.63133097]
 [ 40.33357653 788.12433111 230.86589013  95.28992693]
 [494.94309607 771.93905728 403.1881065  272.72879107]
 [106.61518639 378.35535364 729.02062492  70.76047273]
 [212.86162084 336.41310707 351.4289425  672.87146476]
 [551.82033792   2.72932778 740.16139515 553.16131384]
 [171.64520351 510.06183228 134.3188537  737.07746086]
 [726.12013699 178.87150711 194.87095063 429.3032025 ]]","[0.59637131 0.23584567 0.607513   0.8430453  0.26863344 0.17890192
 0.69587369 0.72866096 0.7742295  0.12702252]",26,2025-03-03T22:45:32.384314
25,0.9350307735457108,"[[ 88.77806072 101.60030811 191.75394866 337.44125566]
 [662.19989767 545.49915257 737.6970126  729.0223549 ]
 [721.77409956 515.56221196 136.20659392 445.16078934]
 [792.89014778   4.52777376   3.42063497 152.01917074]
 [541.9747156  765.3277754  366.50357024 180.21481792]
 [  1.84005269 718.34950243 308.41277922 349.62885116]
 [112.28391427 126.27788239 202.45531102 711.78245218]
 [239.63626148 301.33009795 231.04828595 723.91378275]
 [640.02952349 187.58218313  50.28853726 681.80398677]
 [517.24046949 510.16185748 522.94906823  25.11751723]]","[0.73692583 0.80929448 0.18196782 0.9515946  0.6305729  0.19103173
 0.91583788 0.73121659 0.2760345  0.05369766]",27,2025-03-03T22:45:32.391503
11,0.9446155528950322,"[[146.75409376 175.33728108 386.38026418 149.64794748]
 [645.67023785  83.07875747 319.68765839 320.19739257]
 [512.60349535 158.82701768 795.12603213 225.2801486 ]
 [271.59973461 359.70714998 476.20651264 651.1084796 ]
 [426.95486735 696.71815227  77.44261521 516.83958758]
 [ 49.822992   232.9402658  181.9872376  793.92308849]
 [613.43660859 106.84107475  48.06432014  38.77621221]
 [358.93207272 760.35783391 433.57998224  53.75612122]
 [476.80609159 486.42819446  47.1907248  686.53730655]
 [108.98502444  87.39250043 708.31338404 380.00591925]]","[0.84239038 0.71198603 0.58504885 0.49171065 0.5115068  0.92632132
 0.55428424 0.63479906 0.76826596 0.80266184]",28,2025-03-03T22:45:32.399715
49,0.8964581530380626,"[[647.63299582 527.69655935  95.75204992 656.7973702 ]
 [  7.04626079 331.43923116 346.53706686 195.74196198]
 [651.22139762 543.67172136 543.03073939 626.26454812]
 [662.45393977   8.27798939 230.13274366 642.26126547]
 [320.28882253 445.37132921 674.10216374 227.25728424]
 [364.49808476 726.85553072 499.12149316 630.6094561 ]
 [753.23173351 305.52047184 607.4145021  334.05850617]
 [321.08521215 687.57546181 149.81244104 578.94686526]
 [672.42977371 382.28307382 752.52012628 113.50289474]
 [564.22216244 669.09096401 776.21364808 436.91564045]]","[0.18690436 0.88262502 0.14993421 0.70875078 0.33073431 0.41391574
 0.03450094 0.98404441 0.88340539 0.82444885]",29,2025-03-03T22:45:32.408753
31,0.8049960130880479,"[[  0.93698111  12.22609492 276.68575605 750.78665545]
 [286.89493047 347.27786955 773.46995143 251.53900452]
 [685.67576247 573.55942357 133.64601253 485.87036706]
 [ 13.76062531 610.62669828 790.99409225  78.73375618]
 [717.95507439 491.03175719   4.2206352   73.82964017]
 [150.98153381 454.41190216 522.08696195 404.96292282]
 [497.40295446 504.63081091 267.32568617  13.96339006]
 [181.14035185 115.75935668 517.54688616  68.31221132]
 [628.48952723 270.29483365 636.42384476 434.73525359]
 [587.87032121 519.01421758  97.65649731 631.75040432]]","[0.28560648 0.62476144 0.62741635 0.19888969 0.82248064 0.3241775
 0.57608369 0.44839276 0.14970185 0.42379543]",30,2025-03-03T22:45:32.419272
10,0.8601544652420704,"[[ 60.78059207 158.78420084 371.72378464  88.78806833]
 [665.82736626 632.67063084  84.08389176 141.98276333]
 [373.44315939  32.86733394 544.6472398  679.54373788]
 [ 20.09108627 539.46444697 521.96550465  17.14568868]
 [464.66636366 298.55561786  26.81491902 654.68669353]
 [264.11524275 274.35010531 536.86225214 766.99913062]
 [478.81347443 277.88600236 630.54374049  12.46839156]
 [684.71343859 100.18562397   8.78008462 457.69405525]
 [246.87512911 475.88023167 281.55267202 426.25589317]
 [772.17757009 502.45636092 354.9328959   98.29414122]]","[0.05961909 0.6782686  0.7627272  0.36129261 0.70801671 0.28516571
 0.2308649  0.18578726 0.62372595 0.23385572]",31,2025-03-03T22:45:32.433129
20,0.8789302873615066,"[[232.05833993 723.0506057   84.47867087 520.68226827]
 [604.68611499 793.99141771 714.41592948   2.59743925]
 [150.63141609 285.00640707 296.18805273 483.64255605]
 [400.63044017 409.76154867 179.84724715 446.88672868]
 [621.06915874 499.17094616 534.97168509 532.89950129]
 [156.40590261 395.97162852 360.64895541 406.9863969 ]
 [237.2480103  701.82367618 194.57302862 427.52044536]
 [190.41205971 385.07170071 149.56160145 472.53507111]
 [295.39852182 705.07225284 169.39444118 135.69869351]
 [710.55198189 700.65034223  89.52874669 247.04384605]]","[0.52753391 0.0427554  0.67731529 0.1643999  0.08252341 0.44388969
 0.58645137 0.07154131 0.68918777 0.18431751]",32,2025-03-03T22:45:32.444455
11,0.9007049674167833,"[[708.07213718 264.40970634  24.45304725 210.63303241]
 [627.93210059 107.07598288 574.51288764 141.63720542]
 [348.40816337  88.6779033   90.63054527  26.15516002]
 [725.15296267 436.41537479 710.89030969 174.73438064]
 [ 99.68168235 481.37742996 476.90703597 777.99679063]
 [234.66582169 169.74438035 414.60614705  31.58102032]
 [149.98608269 197.4430635  542.39764234 432.60794915]
 [454.94824717  14.48592495  58.46504029  90.96285798]
 [740.955898   462.22159637 409.34906883 668.41719394]
 [575.91669342 468.2465976   16.79049046 507.69831003]]","[0.36213081 0.29846914 0.27000528 0.05691192 0.88644346 0.493472
 0.21989115 0.00541166 0.9756423  0.77807147]",33,2025-03-03T22:45:32.455929
32,0.8167620383551393,"[[417.47395555  58.93945426 154.29436489 114.94208218]
 [516.80219062  29.86364955  43.69847537 687.91245446]
 [190.57442601 766.04901604 721.13740544 177.72714272]
 [479.22862471 788.72099263 162.118299   437.34353705]
 [598.2989054  503.39222687  95.87923393 534.16114571]
 [ 76.23429834 640.85280749 225.89548676  64.97159364]
 [422.22703103 638.37826071 575.40920562 435.56064568]
 [744.63623664  92.85162422 318.16835152 137.38284348]
 [336.36160397 176.27340405 278.54391065 281.9508782 ]
 [457.50517894 704.87731983 548.4755049  526.94975097]]","[0.58500121 0.31153167 0.93624429 0.54043724 0.63073119 0.62918981
 0.05769983 0.94521945 0.59225147 0.51673339]",34,2025-03-03T22:45:32.463927
32,0.8766761895951274,"[[762.36636551 197.13094566 115.49985201 371.63733518]
 [333.3399193  263.07072398 399.56854131 351.12619591]
 [140.9742201  409.072394   207.0656036  524.91062779]
 [396.33434497 637.063753   488.7318085  460.74915028]
 [533.57676156  21.96257763 189.1323867  632.90331717]
 [401.76303683 348.10591608 709.74754059 160.38424974]
 [317.99699256 696.15199384 428.86485418 774.52719297]
 [ 21.57504455 376.13767239 175.42228378 682.12872696]
 [348.61377976 614.31129262  42.98938285 686.3154323 ]
 [162.69257207 370.03084401 253.26095154 274.53371204]]","[0.07379702 0.75082177 0.36969932 0.17488914 0.61102285 0.16559069
 0.84686224 0.64646525 0.88702235 0.74406717]",35,2025-03-03T22:45:32.472941
31,0.8263228402055031,"[[764.2825128  766.72460718 326.29905883 469.94388693]
 [677.1763412  208.75762511 661.24456236 481.36502367]
 [301.3596841  388.39840078 251.42698173 485.36995938]
 [ 41.74323255 542.02242918 289.87395908 606.48237358]
 [623.77963682 701.21762624 684.04995569 780.57985321]
 [390.94911104 500.50133323 546.37943653 279.20793982]
 [594.79481073 392.00038165 499.11987191 547.65849621]
 [648.5520243  355.78405653 193.01698915 664.17010432]
 [723.49659858 697.01335153 594.48175012 421.27302349]
 [152.61992304 349.66135568 403.60988922 410.75747566]]","[0.23159906 0.92300267 0.87275215 0.2467937  0.09799931 0.69138724
 0.49431617 0.96254196 0.16353248 0.24849216]",36,2025-03-03T22:45:32.481444
18,0.8733803627085783,"[[206.59770068 555.96094698 659.23782821 379.66533113]
 [496.6343454  630.78810841 643.77183343 688.27004098]
 [505.93140548 210.35985127 521.71185209 225.110529  ]
 [377.73528466 129.91124279 742.83638676 319.47669143]
 [281.67945804 706.91193317 769.98396072 470.27432196]
 [783.89373866 197.45042981 235.87531403 454.91889335]
 [276.15019183  42.12367679 609.44251465 546.68919669]
 [705.0965224  614.53874519 696.59352906 462.42094121]
 [446.0726652  182.00797384 425.81528613 709.11043125]
 [400.96120436 111.43500771 440.27533875 569.4575134 ]]","[0.66088676 0.13440466 0.28680136 0.94347356 0.18658239 0.72060348
 0.75138631 0.29732901 0.19541773 0.21747471]",37,2025-03-03T22:45:32.488248
