count,confidence,boxes,scores,run_id,timestamp
11,0.8985978247580452,"[[125.35992785 624.80964628 305.7401203  380.94566725]
 [441.37579932 759.76271114 257.50034339 548.48655614]
 [347.86959371   5.40921471 471.04772077 378.58535475]
 [495.97470066  68.50210359 153.98892735 536.99009966]
 [  9.68313342 230.14109775 610.86111122 366.70367834]
 [719.25519868 710.91256739 376.10908313  62.72113987]
 [ 87.65275395 176.91294243 252.11621011 351.65083334]
 [519.88094413 121.96994611 694.8019042  181.7774133 ]
 [795.80090245 185.11189907 352.38318042 203.48936032]
 [621.82780534 732.11709369 480.13307064 561.33920167]]","[0.21569386 0.39856719 0.77157982 0.45966584 0.26462761 0.58836394
 0.34935815 0.39621868 0.01439807 0.33342914]",11,2025-03-03T23:24:57.237928
50,0.8565286128698187,"[[495.35455394 641.52472056 138.24109176 227.71990874]
 [100.52079477 385.5071783  556.27950275 137.94475009]
 [691.81033191 688.69724899 443.65474606  65.90956484]
 [110.71726849 268.33858954 779.81976582 424.46558211]
 [754.45642516 118.55642079 543.48230872 549.50773223]
 [385.53412583 635.89919413 471.95280461 345.31408866]
 [131.11144991 185.82020251 617.96926785 562.93291074]
 [ 81.21574603 700.5172028  618.31047858 266.93470331]
 [132.22742247 418.93760248  75.00662557  39.05283528]
 [ 19.17720121 187.59442313  14.84428951 689.79446614]]","[0.52059688 0.92385671 0.23614001 0.65326976 0.73983843 0.64852096
 0.14092667 0.17905125 0.21919442 0.16648728]",12,2025-03-03T23:24:57.247064
41,0.8709469012977814,"[[707.99686259 432.49432754 319.68920567 665.78632253]
 [499.66619228 799.15979054 644.43348479 484.67658566]
 [188.92135775 573.28339099 282.00098197 489.52973407]
 [484.51716739 534.55478562 353.14078304 606.9643897 ]
 [207.98131787 540.89778855 657.59935737 203.04486134]
 [688.42093884 341.42522062 673.57008424 434.14628771]
 [318.66085951 532.09454205 190.95561545 377.76664679]
 [468.80786457 482.68791105 680.67367045 293.66423559]
 [ 81.60893876  60.08919518 711.60452828 546.78397255]
 [538.89138388  27.57770675  87.41588663 459.46723509]]","[3.64960221e-01 9.28218024e-01 6.04118999e-01 5.46061576e-01
 5.28179587e-01 4.39018811e-01 8.01753883e-04 4.16965795e-02
 7.70871635e-01 6.29396650e-01]",13,2025-03-03T23:24:57.254904
45,0.8319696085014666,"[[170.30426851 104.22904578 754.74757854 508.36305405]
 [678.19026113 426.51455872 243.88953901 375.37869286]
 [165.90897431 660.05620221 737.65659414 308.57780434]
 [ 85.11037996 172.01277872 413.37613731 656.79055118]
 [332.52863591 630.9232875  578.36596714 530.13255492]
 [489.62380161 706.21565343 529.03508354 699.05881281]
 [464.04985891 285.94659998 761.6770768   11.701977  ]
 [672.6786708  781.09245864  44.68292387 783.91607315]
 [198.08384799 530.75477744 662.79587927 742.28462997]
 [194.09405553 574.29557069 331.14258693 697.10547162]]","[0.80175846 0.27584052 0.70926462 0.56631093 0.51088076 0.78516401
 0.97300468 0.13257597 0.23911005 0.44404662]",14,2025-03-03T23:24:57.261906
17,0.8959725249536902,"[[479.62658908 220.65338381 169.72525381 546.54807014]
 [768.17177865 453.34076558 543.66913499 675.08910916]
 [175.23147829 123.29958288 588.15914386 549.70490564]
 [ 74.05556864 318.18371239 781.21086497 375.96829065]
 [ 65.54927442 657.61193122 591.30856617 573.46454113]
 [381.30482416 740.46000302 789.71598976 493.24418622]
 [499.10111698 155.37906202 748.43769656 772.97133046]
 [757.05952562 607.27857572 758.52601213 690.56565819]
 [720.50612202 242.20422538 692.55761399 184.79414841]
 [ 27.24483033 607.06877457  88.15982527 269.52569361]]","[0.191542   0.55615711 0.13889285 0.24299709 0.65017917 0.34242062
 0.34098379 0.6921281  0.13530131 0.61251748]",15,2025-03-03T23:24:57.268180
15,0.8681837681140211,"[[275.27944415 649.57153937 397.19527357 398.17058204]
 [350.16554838  99.0846485  295.55715569 552.05428209]
 [230.26474094 372.76127434 240.76574898 451.25836983]
 [474.23795341 304.9225726  557.34139169 101.82780028]
 [799.69813748 122.71663888 356.98435359 107.12940608]
 [773.85519188 421.76830316 278.50024437 428.42305477]
 [138.77175263 245.38732703 432.59564064   6.23405734]
 [224.5782257  556.42873424 348.50689041 678.39451721]
 [250.34246921 326.09797103 311.9522626   63.23520155]
 [745.19104566 600.75777405 419.54459826 537.49154116]]","[0.19161197 0.58076622 0.09578663 0.89631206 0.30267746 0.56231992
 0.35238673 0.48541355 0.71897869 0.35070193]",16,2025-03-03T23:24:57.277461
40,0.8146835211346799,"[[728.7532744  385.45917391 576.96060813 752.13705555]
 [686.91347404 652.49320274 485.64426231 799.82468913]
 [534.85296445 403.55753065 744.48768111 703.97087956]
 [234.39309946 118.03443051 103.76196852 570.08028332]
 [333.93036748 262.06581109 280.47502093 703.52627138]
 [666.27613466 657.17293421 742.77680922  66.84463718]
 [355.02512631 358.73827924 571.18149199 709.79029348]
 [580.45312043  26.26133692  54.31969139 432.68091493]
 [155.98567439 101.05603271 358.49232786 281.26324713]
 [242.37025754 448.56793204 342.0288327  233.71193665]]","[0.77687303 0.96513155 0.20161336 0.56066276 0.2470915  0.53674656
 0.41281858 0.39833399 0.39060654 0.09547329]",17,2025-03-03T23:24:57.284963
45,0.8357113384730429,"[[556.0135818  443.53440337 606.2496286  338.73135767]
 [401.08226413  11.64687865 731.52374375 604.19101087]
 [256.27110795 208.0538347  189.43231291 360.60767589]
 [315.18374036 570.25314033 669.52296651  49.34568469]
 [140.43205191 206.05446235 212.93042403 291.1459133 ]
 [199.75092184 538.5638102  461.82179145 334.06237603]
 [593.09034752 622.32265314 131.71103316 657.7678821 ]
 [725.64585926 645.49477936 472.71107696  31.24258052]
 [ 49.39069615 260.85618327 505.52259754 602.78283607]
 [772.45211592  14.59573722 708.06585254 535.16616589]]","[0.35759039 0.61062167 0.78827708 0.4478015  0.69301715 0.45151878
 0.52737136 0.24492648 0.74927349 0.53978459]",18,2025-03-03T23:24:57.292036
15,0.8186876303918251,"[[273.21883089 771.51609105 243.92814535 151.82794678]
 [562.22559372 630.65890631 318.88360781 420.93368297]
 [378.87808623 742.93217529  82.18251175 272.31974962]
 [348.36580223 140.66906982 683.99277405 404.23735926]
 [176.64775701 463.02855115 771.49897776 214.28926488]
 [106.15346045  18.34677724 338.52603672 680.83016776]
 [723.40823777  93.88537142  64.83311723 534.69963351]
 [508.85595265 185.44353211 275.0144208  366.28604997]
 [326.07331077 517.67611154 149.05249345 493.34848534]
 [355.92368355 672.98907751 559.88638276 252.8657077 ]]","[0.56318464 0.13178969 0.93740696 0.70435519 0.27370535 0.5154169
 0.6668381  0.03390468 0.50850845 0.15016899]",19,2025-03-03T23:24:57.298620
12,0.8877232240825176,"[[235.4665137  609.59277024 782.27648662 770.69025213]
 [750.84209374 738.96882945 115.56327471 195.01428524]
 [233.10313668 375.57166775  18.69930456 306.70299174]
 [191.57171986 105.29552657 588.51484791 423.90627212]
 [566.92169977  38.70346826  45.39485126 376.35855893]
 [611.23069579 639.12590808  67.46362521 479.24333886]
 [139.13454899 544.33093692 197.35487148 171.10377428]
 [602.72944566 738.26614368 796.49996087 315.41657342]
 [320.54637811 222.04082892 113.78763664 717.19428229]
 [796.26723046 665.02452897 683.12847114 190.29881685]]","[0.87077565 0.65195492 0.5723944  0.47918451 0.84952483 0.47730732
 0.55505103 0.68050344 0.5569002  0.53649272]",20,2025-03-03T23:24:57.306248
29,0.853977098580366,"[[538.55947219 365.64441518 554.909817    67.13118845]
 [159.45599971 318.16244946 718.38933127 124.13983114]
 [250.71920643 121.02315589 191.30417537 676.69106443]
 [634.41899187 211.91883624 194.90351379 342.95933071]
 [671.46627797 359.96464373 589.53669445 235.61390301]
 [390.38650233 354.26814386 756.53126147 210.35681455]
 [204.82809611 379.69331289 404.83776914 557.79283459]
 [ 35.87073592  76.05348794 395.78775664 104.53235531]
 [512.70908367 160.47365308 716.81089276  56.54661864]
 [144.62081135 793.82066203   7.6909983  154.40484837]]","[0.86470716 0.99217172 0.35930284 0.80158186 0.07025442 0.50163945
 0.78371197 0.17500163 0.70051281 0.12528974]",21,2025-03-03T23:24:57.316044
48,0.849233434017365,"[[288.31953192 148.85550166 795.51997985  51.67843804]
 [398.8155775  691.26195572 387.02664588 160.48956009]
 [ 94.66057211 492.78178819 116.06299208 384.70179876]
 [407.37014758 219.84938332 120.60043705 309.99865372]
 [599.48993652  63.69374876 474.40391478 619.81368027]
 [378.35915377 238.57831541 656.63115479 330.17389756]
 [345.99369347   4.43619616 591.89129163 253.50540039]
 [402.10533479 322.89074945 726.4376486  454.45061763]
 [551.39902356  22.10744457 291.14921844 797.68877274]
 [358.12554276 342.64384462 579.25914953 642.40777021]]","[0.73407626 0.67566063 0.84615877 0.78885534 0.86173703 0.92845882
 0.25676709 0.55229266 0.44577492 0.87785123]",22,2025-03-03T23:24:57.325105
32,0.9058921732519755,"[[ 32.67622897 731.09503072 500.53662313 257.66798506]
 [308.07670528 625.91344712 323.29201121 113.19459156]
 [437.88937212 687.14919929 760.30217478 147.1291176 ]
 [409.46660955 710.97851022 152.9838215  339.28164414]
 [492.87158919 150.62979414 519.47579909 359.20577572]
 [591.83126036 285.20465811 302.90399629 566.60860588]
 [533.16533863 727.41375031  48.04564821 621.61264649]
 [280.65253855 791.1278834  183.55014317 784.78760833]
 [635.96865551 485.91031024 669.16283317 584.61993415]
 [504.03309876 557.43391077 391.58882915 494.07676855]]","[0.61545825 0.47280462 0.14655981 0.79040193 0.7084766  0.25903985
 0.4307878  0.46728088 0.73583533 0.78508272]",23,2025-03-03T23:24:57.332862
50,0.8628062211777533,"[[233.64724823 149.1163816  147.95159615 754.65733772]
 [205.68188998 393.20389782 678.7011015  166.2006034 ]
 [208.56455511  81.63412162 503.78145769 669.19518445]
 [388.07453255 497.27878009 667.34679301 640.8287882 ]
 [160.87318725 490.54548191 219.01748769 155.8772735 ]
 [799.82582449 243.43551684 432.03353924 293.58289261]
 [201.84966562 159.30311951 270.92046017 153.01262157]
 [ 18.38509695  62.06355389 319.95247356 286.65478786]
 [476.45006069 338.7346658  767.51636058   7.24651606]
 [180.6532878  418.91594338 784.32530447 256.72951674]]","[0.51180208 0.257616   0.48401469 0.95848915 0.85505372 0.71089196
 0.6286428  0.34601251 0.25451016 0.77340316]",24,2025-03-03T23:24:57.342172
10,0.849040829130114,"[[161.59284219  59.73712846 696.05195812 491.4561744 ]
 [715.77626596 627.65644127 752.05812222 513.66174611]
 [157.95453073 586.83934974 639.18278559 524.67753271]
 [294.84691809 325.47154356 218.98582512 278.22757552]
 [578.08917695  91.64465368 161.30892598 543.01554444]
 [450.43565983 566.65521173 550.63548505 654.29206449]
 [228.32534069 706.15492653 276.90401098 309.11995149]
 [488.31374167 753.04663783 786.80961737  24.45576322]
 [794.70422753 607.48974116 771.78881798  14.65508773]
 [748.63507051 462.40319715 264.37124714 437.98164673]]","[0.67567964 0.12944175 0.20070904 0.55181289 0.63939015 0.0852175
 0.88166182 0.071329   0.68290436 0.33746956]",25,2025-03-03T23:24:57.350146
20,0.9126696376402803,"[[  9.85436373 255.54684011 524.1421557  773.15223845]
 [544.67606678 539.79340505 197.25949353  95.57517455]
 [159.50248302 445.5177706  454.98311628 634.5903612 ]
 [548.91106454 298.61760674 441.01232408  13.1332566 ]
 [ 19.597418   107.10096094 360.51621441 179.95601828]
 [763.77336053 474.18452624  49.65052026   7.83991818]
 [127.23861325 672.6975667  539.78969556 593.50692501]
 [645.32859673 452.8122444  250.59134812 632.09279075]
 [556.01639174 417.94126028 109.37753618 427.40058298]
 [119.37090497 337.42090763 221.21692818 201.30015765]]","[0.19947476 0.29136906 0.44680137 0.77846583 0.56443237 0.6497841
 0.69721653 0.10826122 0.35288826 0.26776026]",26,2025-03-03T23:24:57.358849
41,0.8811916269302569,"[[323.39983325  82.36940839  99.63620157 723.37244011]
 [197.8935719  267.48476365 231.12048234  99.06289388]
 [129.74942837 167.69346315 285.53918784  29.92171243]
 [561.94223048  62.88040928 761.55109918 553.3474565 ]
 [131.89780255 175.12558541 449.89006826 227.46103946]
 [111.52396508 236.89165333  13.41700638 184.88960018]
 [266.62383186 473.4411739  670.07232125 167.39501091]
 [174.61559402 482.13195022  72.88441591 114.1372273 ]
 [684.27913972 583.11264813 334.61092246 464.95385501]
 [724.23377041 161.97776908 365.94912913 318.54332881]]","[0.47899343 0.53644873 0.77424297 0.67248257 0.59617511 0.98775251
 0.44374869 0.00569883 0.37519175 0.67292538]",27,2025-03-03T23:24:57.367762
12,0.9075087659273704,"[[342.18207915 304.194267   728.16117083 278.13878922]
 [221.98789423  35.53067079 380.21311519 460.64483516]
 [ 76.4114847  670.65010952  11.0280633  403.94951182]
 [650.48126095 596.58579235 376.42626507 207.82707268]
 [292.61751053 788.61986718 791.16515321 621.98096919]
 [445.3593546  568.44472726 623.36344911 347.81660332]
 [286.36610969 751.85491594 708.02500645 696.35468216]
 [100.83400457 184.28239968 210.26912346 318.66752588]
 [470.93262833  58.50517975 497.17465168 617.4867069 ]
 [462.00928974 733.14853338 786.48457641 730.36496507]]","[0.32087366 0.70692964 0.88269639 0.48090607 0.35430239 0.03421571
 0.61132128 0.12546187 0.22134981 0.95145033]",28,2025-03-03T23:24:57.375932
35,0.9049365632066224,"[[654.70644975 284.94073433 692.838394   413.7767072 ]
 [601.37019058 138.12565442 156.26028365 208.12161255]
 [ 70.31604968 590.40026096 223.72922461  22.19610926]
 [542.43502041 583.09274976 221.17298201 277.73259474]
 [163.93359593  17.34720476  26.30354275 579.38855166]
 [431.62004353 439.29997105 370.98442128 415.5688469 ]
 [ 12.38619248  80.94052253 609.4558872  106.87050862]
 [593.89154834 737.87117764 684.19406465 715.61168483]
 [495.97244003  33.74812442 496.40105171 755.49064792]
 [646.84141491 379.28968326  52.62566423 574.17021942]]","[0.08336201 0.10564362 0.62858794 0.07961163 0.82330381 0.01040505
 0.88565313 0.72183393 0.77072207 0.34471753]",29,2025-03-03T23:24:57.385477
18,0.8083058057288581,"[[ 49.98739093 493.76481577 267.47259382 399.97649438]
 [277.64618062 214.10611436 653.95740575 193.60858475]
 [303.80755344 143.85925493 240.21062118 486.66597075]
 [403.84613496 430.05055117   2.08843409 205.1895378 ]
 [ 42.66928819 250.35272634 393.74527271 119.02016682]
 [146.30706403 706.59333454 272.48468193  88.19930564]
 [565.74598708 445.9765669  647.68052707 132.01575249]
 [680.28363199 516.07021474 567.24477741 267.83285447]
 [ 22.070198   166.72837158 224.20845332 248.57868053]
 [586.40495774 687.12034715 230.41107349 342.91051943]]","[0.4078885  0.23174798 0.46721001 0.98686522 0.7895669  0.68476534
 0.68035694 0.0295732  0.83669308 0.04141971]",30,2025-03-03T23:24:57.392716
12,0.9278251468464883,"[[554.82233779 561.55886833 746.84557778 718.36658658]
 [415.54582978 252.2911396  349.97351962 568.06653511]
 [662.02687692 623.71907511 380.93797414 416.25337884]
 [548.65482668 610.14012714 587.39698839 450.88612808]
 [404.26828095 311.06435472 623.64713986 345.91008811]
 [262.3389074  759.52745896  98.84510267 626.62355823]
 [380.54691345 223.50543214 322.18975356 715.80150521]
 [290.22305695 340.43584773 760.05633089 777.11055554]
 [214.16976201 666.08925453 108.26013331 181.93420717]
 [ 17.00193692 468.87525052 413.47142329 484.34706871]]","[0.04740038 0.07912317 0.17052057 0.03628574 0.01881347 0.28471939
 0.77124122 0.52499192 0.52574207 0.55410583]",31,2025-03-03T23:24:57.403426
29,0.9185862201441375,"[[356.01566386   7.61149837 422.60630183 195.92798299]
 [654.41011741 487.17713825  87.09208086  24.69999675]
 [766.06123867 742.70821697 305.21531005 613.91435211]
 [439.42486652 742.02630768 780.27604074 358.24842534]
 [ 29.42739063 290.45398658 128.12295355 446.8067408 ]
 [ 31.83016206 799.94578412 217.7763976  625.44183079]
 [679.70741081 164.33783653  50.8925335  163.94892656]
 [420.80036919 381.16130523 348.8167167  454.87903713]
 [726.28162424  68.2246205  702.28329666   1.40155568]
 [439.68884811 204.93997649 494.8673289  489.5626914 ]]","[0.9052191  0.53697258 0.14199807 0.50093532 0.16153507 0.38619078
 0.29572269 0.8474957  0.46885621 0.71095598]",32,2025-03-03T23:24:57.411428
23,0.8734397764600252,"[[737.85860759 269.12514708 406.39961871 533.85516574]
 [474.4636063  783.76710009 499.86240972 266.74392538]
 [426.11007832 138.65023526  52.19798195 511.09571498]
 [539.33252114 764.38073779 382.56013474 578.24711719]
 [524.53456338 542.84244421  37.4250637  306.94820958]
 [315.08741667  18.12462807 537.19863579 363.94752203]
 [574.30186785  90.45275097  91.88684081 428.16700596]
 [305.86746084 660.07182843 715.60828765 453.38566546]
 [425.46276189 234.52735237 251.90584657 162.6701936 ]
 [306.11505824 331.07477603  14.48153754 650.04738197]]","[0.82858869 0.0572375  0.21248264 0.11504679 0.92239475 0.62843534
 0.33339945 0.08594623 0.8546634  0.07108361]",33,2025-03-03T23:24:57.419049
35,0.8149304985216725,"[[343.1713438  744.2220942  413.52021399 542.64661998]
 [  2.9032592  325.2066395  191.97473221 688.44587355]
 [188.41864305 282.90591933 601.68688926 694.10953056]
 [201.00180897 247.92282549 173.37793878 302.15233799]
 [770.90899341 529.4476284  506.87351464 438.62185677]
 [711.20225416 301.83548536  26.24514213 783.21480438]
 [195.59879599 364.28905321  10.57353702 680.20231903]
 [719.81716556 740.04095426 454.25682387  14.12010982]
 [798.74057033 360.90336854 158.18520747 277.43927023]
 [634.86639961  95.8952784  193.80882482 212.23041893]]","[0.09001914 0.81746265 0.33313263 0.65200606 0.12834809 0.4673822
 0.63695373 0.4282427  0.70251733 0.18742922]",34,2025-03-03T23:24:57.427437
13,0.9194488470409057,"[[660.19511205 198.73434841  76.23381919 727.58923852]
 [225.71531526 168.9911282  627.95358185 299.14750905]
 [335.80241664  20.97302984  36.22324445 205.89048267]
 [ 49.29910381 212.23990732 112.95777773 764.91433871]
 [316.81478726 473.3972578  495.05580031  22.9462178 ]
 [739.60203788  78.87178183 643.30933256 703.36261731]
 [709.95670517 438.90005051 571.18032457 353.87999343]
 [379.84266129 128.66199483 787.68310433 310.53612792]
 [707.29377176  80.54115744 593.83100221 595.02664195]
 [376.53391319 482.01691063  49.48025101 446.46981229]]","[0.89120107 0.72622316 0.04447774 0.34200486 0.55610186 0.24114573
 0.0400398  0.80905534 0.26880944 0.72812582]",35,2025-03-03T23:24:57.437434
31,0.8786677722315667,"[[ 58.18850384 669.03428118 662.31047288 588.61930439]
 [756.58643455 639.04213509 486.30421233 260.14229622]
 [ 50.14695135  17.90857265 341.84356893 380.1284008 ]
 [400.09526028 550.29708357 471.72736436   5.40210689]
 [106.30172327 796.82869803 560.19624084 195.20518716]
 [354.3475017  286.70392687 418.19082396 401.94180362]
 [619.83878854 288.5088983   94.19792949 424.34584947]
 [191.09211597 740.01357515 771.07586727 337.72412378]
 [348.20158379 628.2441433  134.2794667  462.42856373]
 [ 62.85166849 188.87010664 626.31209277  79.74745166]]","[0.74991271 0.39469491 0.54799283 0.29565565 0.1698939  0.95476454
 0.4320834  0.51248309 0.42598245 0.59013601]",36,2025-03-03T23:24:57.444327
27,0.8645452504886442,"[[484.58629642 518.22375399 237.63173218 556.104015  ]
 [405.01596277 309.46001631 157.4217798  737.56725015]
 [322.8178082    1.66392699 776.96800797 116.44952999]
 [789.23610538 403.64696031 582.92580039 577.90979038]
 [440.49224788 289.47118915 260.54305007 285.7704585 ]
 [761.64295619 449.83335223 734.94774711 363.10766315]
 [581.15268185 457.25903421 503.23059102 516.37752921]
 [743.10230336 424.97498359 202.20729999 395.58858779]
 [714.59990515 766.58750778  80.67740195 379.11374619]
 [ 45.50615143 690.71007896 215.29319472 447.35828193]]","[0.64771249 0.14913616 0.50208118 0.32059274 0.33331332 0.32958224
 0.15380523 0.1051733  0.01358451 0.10255447]",37,2025-03-03T23:24:57.451113
